mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,centroid_mean,centroid_std,bandwidth_mean,zcr_mean,zcr_std,chroma_mean,rms_mean,rms_std,label,filename
-496.9918915816992,23.468480391985853,140.67628046057936,21.640545735187775,70.27384001497063,14.99981000002582,29.734613880331988,8.300055295566052,26.892596865050717,7.962257022758406,26.518910885674064,7.5438584366707016,10.90989901624533,6.634968070130655,-4.142498359810291,5.779628385456727,-7.076674285327722,5.454205424091907,-7.2666846114679435,5.304335702892561,-12.192298666347485,4.760430662198394,-15.1978915037985,4.4492470387537875,-11.827624350217318,4.668411280281778,272.34303198032603,87.68930072389475,291.24792797603277,0.015519425675675675,0.0019779217537842877,0.5379832430580334,0.02208251692354679,0.0167453084141016,pneumonia,P26Pneumonia84P.wav
-562.1549075885451,33.77900011961651,182.48130275681282,31.23739357733963,47.92625625432862,15.783963652255824,-7.733415562924458,11.155325864438828,11.669299491036838,8.980699139387065,21.65472738052823,8.187574412156538,3.4363059920483656,6.662437811220278,-3.719844740719447,5.041417576706749,5.466666634739216,4.782799470134241,4.972324126191702,4.941361827213688,-5.177368453116653,4.47845594570953,-7.042269031326077,4.0027102870400695,-2.3157264125435364,3.9353180112350725,354.966225317711,80.43414185738789,402.4332866932325,0.01575131213803089,0.0034475560855076483,0.5025596890043466,0.00902070663869381,0.007341902237385511,pneumonia,P11Pneumonia12W.wav
-530.8580919616844,42.67055184524795,130.89960970953373,46.252305869954114,58.49666663950155,22.897149267822794,21.075301477932204,11.268942814931362,23.377447215721734,10.166600984238963,23.916536221467002,9.820354704376532,7.097055198478025,5.640231222198233,-6.770620238813153,5.313448254874697,-6.9929008406863495,5.603354967296152,-6.229570343301297,5.564953022060772,-11.471690342604333,6.231877393734599,-14.154146006506274,6.494150199168886,-10.428075574227089,5.191034487025803,270.64650560277346,80.8151828193025,284.9009571589191,0.015080161076254827,0.005873381819707853,0.5081521635460983,0.015703538432717323,0.015934988856315613,pneumonia,P26Pneumonia89E.wav
-534.8355372331406,19.057749236673025,202.3577842817121,17.58045652807687,72.95102988592335,13.884632333888806,18.085508849467104,10.113575048667757,28.45281859982687,8.71155921429948,23.121794738353646,6.412651981204214,-8.57105620091215,5.53959132615364,-22.839219240920592,6.35986888492089,-16.31151142288222,6.224890329903596,-16.549590889421875,6.093728226842672,-22.17405852662953,5.92905727644036,-17.152002378378683,5.026229552674666,-8.172591963482722,4.665445514085478,309.3116082211965,56.33160325853687,256.70503409273283,0.022572167591698843,0.0040188683590932995,0.5012387532428856,0.02263503707945347,0.01223839446902275,pneumonia,P15Pneumonia81V.wav
-517.7736042591524,12.271136109176393,207.99770362810742,10.325896242344541,28.922999059376252,8.96705354611788,-15.977631674486116,6.596682335837578,28.16714760291838,4.038467296824471,28.898730481447917,3.880493250625301,-3.7512563813724795,3.8672541600059076,-3.5265115161400007,4.115074982659896,10.450382173645034,3.749007397585919,2.4339211076938487,3.5588911034478867,-7.1450705017495215,3.513832023250162,-2.5797005585628807,3.810391271586641,-1.6217147194534818,4.06990602463751,365.2194338337029,82.71637653098281,445.2115377492329,0.015545819256756757,0.0031817130840201937,0.5048957498385476,0.014213894493877888,0.005801340099424124,pneumonia,P4Pneumonia55U.wav
-527.839525782393,19.837257972834912,180.2760493683128,15.054168370810425,72.31331218919519,13.310008615949146,21.8768038876847,8.803547184671148,26.756237263698086,6.370947939404968,22.275427471460176,5.622787981373482,-5.805800226707384,5.957106607331048,-21.966294430915216,6.595092053127674,-18.071622899870267,6.37938660697894,-16.8701636717783,6.04937999146335,-22.258770308778132,5.851190386745896,-19.83471928370804,5.683456610813841,-10.913896533396503,5.356469916950293,315.6096712119126,55.077999315002174,267.49390713434383,0.022690938706563708,0.005623734774034985,0.4600918072318414,0.02046714909374714,0.01273062638938427,pneumonia,P33Pneumonia74T.wav
-518.4183740216879,17.21657599989252,176.0619504056869,17.393332713966537,55.55750779665403,10.869821542307506,3.632699677907973,7.6380764033741055,17.308521609434614,6.803340585196583,22.15293878444266,5.343702144428758,2.3299978659888927,4.076071172443443,-8.126968904021068,4.4593037938236275,-4.698369434246594,4.6435714792773055,-7.427586788325018,4.2837136154342845,-13.5144506379316,4.587399721423018,-10.098642159739676,4.1782575876418555,-4.591103771739541,3.78717379718666,346.18911975660825,76.38050885330723,362.1678006249375,0.020368303571428572,0.004552145989050697,0.536632638731378,0.01193454023450613,0.009607155807316303,pneumonia,P46Pneumonia22V.wav
-493.01440963973386,11.062071826067765,145.67520275886164,13.037987662140104,46.296722671757024,8.831254930849818,-1.134137553812841,5.655525192567834,8.307523744899019,6.048337107762497,14.74277098058968,7.129078988789119,-1.2428347218588316,7.25388397981038,-10.081779047271722,6.479792145016732,-1.0172061919596298,5.404090647834958,5.2696364798209,4.386458312687675,0.5824958964722435,3.4277869835682435,-2.4577236647236838,3.2462539942229216,-0.4386001973861921,3.3094895480892905,409.8796415465289,94.57356489747765,444.54480390729515,0.019493544884169885,0.005648554185050718,0.5072928080356363,0.009698760695755482,0.01144663617014885,pneumonia,P23Pneumonia97P.wav
-552.7251857596211,24.556224749579012,221.20814417124777,25.3957349622858,95.71875931440874,13.893458427755164,5.012235509200347,14.441126333704453,-14.697257797500288,11.241258618211749,-1.5136667353678555,6.120957643373246,1.4463967021184763,6.983246055024389,-5.654667106075214,5.965895655658124,-3.870604637157541,5.928843685873978,5.12118695122718,5.181002696048083,5.763022346850961,5.131361319236482,-3.1430020100839693,4.771484557381028,-8.462906680832132,4.2606895655056904,319.80928359101387,71.44444067683146,259.0862405401691,0.018181406853281852,0.003569424048862328,0.5454818404566443,0.015683332458138466,0.00880929920822382,pneumonia,P42Pneumonia69S.wav
-512.7509712368698,13.756257624802119,182.73335870807676,14.741267891915056,68.17343798840493,11.81159479315425,17.13061294004622,11.159019256809811,26.562466607273766,8.884845867368465,24.57635428283346,6.463555867466091,-2.6671638876337247,5.459330083768169,-17.075222012660106,5.162589944524104,-12.314862293157933,5.15599534523092,-12.114466392918033,5.442306755748561,-17.63323554235014,5.689977114953702,-14.542530193592208,5.496256036416442,-7.392598608894891,5.195293615586435,303.2825477519443,77.41680067779656,289.7945060337937,0.01984043194980695,0.004744565985314466,0.4621979274259719,0.02273906022310257,0.012763899751007557,pneumonia,P35Pneumonia46U.wav
